"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Blade-Tribe Berserkers","som","Near Mint","English","","","2025-08-06 14:22:43.397000","84","False","False","0.35"
"1","1","Bladetusk Boar","jou","Near Mint","English","","","2025-08-06 14:22:43.397000","90","False","False","0.35"
"1","1","Blanchwood Armor","fdn","Near Mint","English","","","2025-08-06 14:22:43.397000","213","False","False","0.35"
"2","2","Blanchwood Armor","m19","Near Mint","English","","","2025-08-06 14:22:43.397000","169","False","False","0.35"
"1","1","Blanchwood Treefolk","usg","Near Mint","English","","","2025-08-06 14:22:43.397000","238","False","False","0.35"
"1","1","Blaring Captain","bbd","Near Mint","English","","","2025-08-06 14:22:43.397000","14","False","False","0.35"
"1","1","Blaring Recruiter","bbd","Near Mint","English","","","2025-08-06 14:22:43.397000","13","False","False","0.35"
"1","1","Blast Zone","war","Near Mint","English","","","2025-08-06 14:22:43.397000","244","False","False","0.49"
"1","1","Blastfire Bolt","m15","Near Mint","English","","","2025-08-06 14:22:43.397000","130","False","False","0.35"
"2","2","Blastoderm","nem","Near Mint","English","","","2025-08-06 14:22:43.397000","102","False","False","0.35"
"1","1","Blazethorn Scarecrow","shm","Near Mint","English","","","2025-08-06 14:22:43.397000","246","False","False","0.35"
"1","1","Blazing Hellhound","2x2","Near Mint","English","","","2025-08-06 14:22:43.397000","183","False","False","0.35"
"2","2","Blazing Hope","rix","Near Mint","English","","","2025-08-06 14:22:43.397000","3","False","False","0.35"
"2","2","Blazing Volley","akh","Near Mint","English","","","2025-08-06 14:22:43.397000","119","False","False","0.35"
"1","1","Bleed Dry","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","94","False","False","0.35"
"1","1","Bleeding Edge","war","Near Mint","English","","","2025-08-06 14:22:43.397000","78","False","False","0.35"
"1","1","Blessed Alliance","emn","Near Mint","English","","","2025-08-06 14:22:43.397000","13","False","False","0.35"
"1","1","Blessed Breath","chk","Near Mint","English","","","2025-08-06 14:22:43.397000","1","False","False","0.35"
"1","1","Blessed Reincarnation","dtk","Near Mint","English","","","2025-08-06 14:22:43.397000","47","False","False","0.49"
"2","2","Blessed Respite","mh2","Near Mint","English","","","2025-08-06 14:22:43.397000","150","False","False","0.69"
"1","1","Blessed Spirits","ori","Near Mint","English","","","2025-08-06 14:22:43.397000","7","False","False","0.35"
"1","1","Blessing","m14","Near Mint","English","","","2025-08-06 14:22:43.397000","8","False","False","0.35"
"1","1","Blight","6ed","Near Mint","English","","","2025-08-06 14:22:43.397000","113","False","False","0.35"
"1","1","Blight Keeper","xln","Near Mint","English","","","2025-08-06 14:22:43.397000","92","False","False","0.35"
"1","1","Blight Rot","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","89","False","False",""
"2","2","Blightcaster","ori","Near Mint","English","","","2025-08-06 14:22:43.397000","85","False","False","0.35"
"2","2","Blighted Blackthorn","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","90","False","False",""
"1","1","Blighted Shaman","6ed","Near Mint","English","","","2025-08-06 14:22:43.397000","114","False","False","0.35"
"1","1","Blighted Woodland","clb","Near Mint","English","","","2025-08-06 14:22:43.397000","881","False","False","0.69"
"1","1","Blind Creeper","5dn","Near Mint","English","","","2025-08-06 14:22:43.397000","42","False","False","0.35"
"1","1","Blindblast","war","Near Mint","English","","","2025-08-06 14:22:43.397000","114","False","False","0.35"
"2","2","Blinding Flare","jou","Near Mint","English","","","2025-08-06 14:22:43.397000","91","False","False","0.35"
"1","1","Blinding Spray","ktk","Near Mint","English","","","2025-08-06 14:22:43.397000","32","False","False","0.35"
"1","1","Blind-Spot Giant","mma","Near Mint","English","","","2025-08-06 14:22:43.397000","105","False","False","0.35"
"1","1","Blink Dog","afr","Near Mint","English","","","2025-08-06 14:22:43.397000","3","False","False","0.35"
"1","1","Blister Beetle","ala","Near Mint","English","","","2025-08-06 14:22:43.397000","66","False","False","0.35"
"1","1","Blistering Dieflyn","shm","Near Mint","English","","","2025-08-06 14:22:43.397000","82","False","False","0.35"
"1","1","Blitz Automaton","bro","Near Mint","English","","","2025-08-06 14:22:43.397000","158","False","False","0.35"
"1","1","Blitzball Shot","fin","Near Mint","English","","","2025-08-25 14:25:56.900000","176","False","False","0.35"
"1","1","Blizzard Brawl","khm","Near Mint","English","","","2025-08-06 14:22:43.397000","162","False","False","0.35"
"1","1","Bloatfly Swarm","pip","Near Mint","English","","","2025-08-25 14:25:56.900000","42","False","False","0.35"
"2","2","Blockade Runner","mmq","Near Mint","English","","","2025-08-06 14:22:43.397000","60","False","False","0.35"
"1","1","Blockbuster","rav","Near Mint","English","","","2025-08-06 14:22:43.397000","115","False","False","0.35"
"1","1","Blood Bairn","cma","Near Mint","English","","","2025-08-06 14:22:43.397000","49","False","False","0.35"
"1","1","Blood Beckoning","znr","Near Mint","English","","","2025-08-06 14:22:43.397000","92","False","False","0.35"
"2","2","Blood Divination","m19","Near Mint","English","","","2025-08-06 14:22:43.397000","86","False","False","0.35"
"1","1","Blood Fountain","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","95","False","False","0.59"
"1","1","Blood Funnel","rav","Near Mint","English","","","2025-08-06 14:22:43.397000","77","False","False","0.99"
"2","2","Blood Host","m15","Near Mint","English","","","2025-08-06 14:22:43.397000","87","False","False","0.35"
"1","1","Blood Hypnotist","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","302","False","False","0.35"
"1","1","Blood Mist","emn","Near Mint","English","","","2025-08-06 14:22:43.397000","119","False","False","0.49"
"1","1","Blood Operative","grn","Near Mint","English","","","2025-08-06 14:22:43.397000","63","False","False","0.49"
"1","1","Blood Pet","7ed","Near Mint","English","","","2025-08-06 14:22:43.397000","121","False","False","0.99"
"1","1","Blood Petal Celebrant","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","303","False","False","0.35"
"1","1","Blood Reckoning","m13","Near Mint","English","","","2025-08-06 14:22:43.397000","81","False","False","0.35"
"1","1","Blood Servitor","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","252","False","False","0.35"
"1","1","Blood Tithe","m11","Near Mint","English","","","2025-08-06 14:22:43.397000","84","False","False","0.35"
"2","2","Bloodbond Vampire","e02","Near Mint","English","","","2025-08-06 14:22:43.397000","15","False","False","0.35"
"2","2","Bloodbriar","2xm","Near Mint","English","","","2025-08-06 14:22:43.397000","154","False","False","0.35"
"1","1","Bloodcrazed Hoplite","jou","Near Mint","English","","","2025-08-06 14:22:43.397000","61","False","False","0.35"
"1","1","Bloodcrazed Socialite","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","288","False","False","0.35"
"1","1","Bloodfire Expert","ktk","Near Mint","English","","","2025-08-06 14:22:43.397000","101","False","False","0.35"
"1","1","Bloodfire Infusion","apc","Near Mint","English","","","2025-08-06 14:22:43.397000","57","False","False","0.35"
"1","1","Bloodfire Kavu","ddi","Near Mint","English","","","2025-08-06 14:22:43.397000","54","False","False","0.35"
"1","1","Bloodfire Mentor","ktk","Near Mint","English","","","2025-08-06 14:22:43.397000","102","False","False","0.35"
"1","1","Bloodflow Connoisseur","2x2","Near Mint","English","","","2025-08-06 14:22:43.397000","71","False","False","0.35"
"1","1","Bloodforged Battle-Axe","moc","Near Mint","English","","","2025-08-06 14:22:43.397000","349","False","False","0.79"
"1","1","Bloodhall Priest","c19","Near Mint","English","","","2025-08-06 14:22:43.397000","188","False","False","0.49"
"1","1","Bloodhaze Wolverine","eld","Near Mint","English","","","2025-08-06 14:22:43.397000","113","False","False","0.35"
"1","1","Bloodline Bidding","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","91","False","False",""
"1","1","Bloodlust Inciter","akh","Near Mint","English","","","2025-08-06 14:22:43.397000","120","False","False","0.35"
"1","1","Bloodpyre Elemental","ala","Near Mint","English","","","2025-08-06 14:22:43.397000","93","False","False","0.35"
"1","1","Bloodrage Brawler","akh","Near Mint","English","","","2025-08-06 14:22:43.397000","121","False","False","0.35"
"1","1","Bloodstoke Howler","lgn","Near Mint","English","","","2025-08-06 14:22:43.397000","89","False","False","0.35"
"1","1","Bloodstone Goblin","dom","Near Mint","English","","","2025-08-06 14:22:43.397000","115","False","False","0.35"
"1","1","Bloodsworn Steward","voc","Near Mint","English","","","2025-08-06 14:22:43.397000","144","False","False","0.99"
"1","1","Bloodtallow Candle","dom","Near Mint","English","","","2025-08-06 14:22:43.397000","212","False","False","0.35"
"1","1","Bloodthirsty Adversary","otc","Near Mint","English","","","2025-08-06 14:22:43.397000","157","False","False","0.99"
"1","1","Bloodthirsty Blade","mkc","Near Mint","English","","","2025-08-06 14:22:43.397000","225","False","False","0.49"
"1","1","Bloodthirsty Ogre","chk","Near Mint","English","","","2025-08-06 14:22:43.397000","104","False","False","0.35"
"1","1","Bloodthrone Vampire","ddp","Near Mint","English","","","2025-08-06 14:22:43.397000","46","False","False","0.35"
"1","1","Bloodtithe Harvester","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","310","False","False","0.35"
"1","1","Bloodwater Entity","2x2","Near Mint","English","","","2025-08-06 14:22:43.397000","185","False","False","0.35"
"4","4","Bloom Hulk","war","Near Mint","English","","","2025-08-06 14:22:43.397000","154","False","False","0.35"
"1","1","Blooming Stinger","eoe","Near Mint","English","","","2025-08-25 14:25:56.900000","174","False","False","0.35"
"2","2","Blossom Dryad","xln","Near Mint","English","","","2025-08-06 14:22:43.397000","178","False","False","0.35"
"2","2","Blossombind","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","45","False","False",""
"1","1","Blossoming Defense","kld","Near Mint","English","","","2025-08-06 14:22:43.397000","146","False","False","1.29"
"1","1","Blossoming Sands","blb","Near Mint","English","","","2025-08-06 14:22:43.397000","396","False","False","0.35"
"2","2","Blow Your House Down","eld","Near Mint","English","","","2025-08-06 14:22:43.397000","114","False","False","0.35"
"1","1","Blue Dragon","afr","Near Mint","English","","","2025-08-06 14:22:43.397000","49","False","False","0.35"
"1","1","Blunt the Assault","som","Near Mint","English","","","2025-08-06 14:22:43.397000","113","False","False","0.35"
"2","2","Blur of Blades","hou","Near Mint","English","","","2025-08-06 14:22:43.397000","84","False","False","0.35"
"1","1","Blur Sliver","m14","Near Mint","English","","","2025-08-06 14:22:43.397000","129","False","False","0.35"
"1","1","Blustersquall","c15","Near Mint","English","","","2025-08-06 14:22:43.397000","89","False","False","0.99"
"1","1","Board the Weatherlight","dom","Near Mint","English","","","2025-08-06 14:22:43.397000","8","False","False","0.35"
"1","1","Body Count","ncc","Near Mint","English","","","2025-08-06 14:22:43.397000","34","False","False","1.79"
"1","1","Body Double","cmm","Near Mint","English","","","2025-08-06 14:22:43.397000","75","False","False","0.35"
"1","1","Body Dropper","snc","Near Mint","English","","","2025-08-06 14:22:43.397000","168","False","False","0.35"
"1","1","Bog Badger","dmu","Near Mint","English","","","2025-08-06 14:22:43.397000","156","False","False","0.35"
"1","1","Bog Gnarr","apc","Near Mint","English","","","2025-08-06 14:22:43.397000","76","False","False","0.35"
"1","1","Bog Raiders","m11","Near Mint","English","","","2025-08-06 14:22:43.397000","86","False","False","0.35"
"5","5","Bog Smugglers","mmq","Near Mint","English","","","2025-08-06 14:22:43.397000","117","False","False","0.35"
"1","1","Bog Witch","arc","Near Mint","English","","","2025-08-06 14:22:43.397000","11","False","False","4.49"
"1","1","Bog Wraith","9ed","Near Mint","English","","","2025-08-06 14:22:43.397000","117","False","False","0.35"
"1","1","Boggart Arsonists","shm","Near Mint","English","","","2025-08-06 14:22:43.397000","85","False","False","0.35"
"1","1","Boggart Brute","m19","Near Mint","English","","","2025-08-06 14:22:43.397000","131","False","False","0.35"
"1","1","Boggart Forager","lrw","Near Mint","English","","","2025-08-06 14:22:43.397000","154","False","False","0.35"
"1","1","Boggart Mischief","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","92","False","False",""
"3","3","Boggart Prankster","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","93","False","False",""
"1","1","Boiling Earth","bfz","Near Mint","English","","","2025-08-06 14:22:43.397000","142","False","False","0.35"
"2","2","Bola Warrior","nem","Near Mint","English","","","2025-08-06 14:22:43.397000","78","False","False","0.35"
"1","1","Bold Impaler","emn","Near Mint","English","","","2025-08-06 14:22:43.397000","120","False","False","0.35"
"1","1","Boldwyr Aggressor","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","125","False","False",""
"1","1","Boldwyr Intimidator","bbd","Near Mint","English","","","2025-08-06 14:22:43.397000","169","False","False","0.35"
"2","2","Bolt of Keranos","bng","Near Mint","English","","","2025-08-06 14:22:43.397000","89","False","False","0.35"
"1","1","Bomat Bazaar Barge","kld","Near Mint","English","","","2025-08-06 14:22:43.397000","198","False","False","0.35"
"2","2","Bomber Corps","rvr","Near Mint","English","","","2025-08-06 14:22:43.397000","102","False","False","0.35"
"1","1","Bond of Discipline","war","Near Mint","English","","","2025-08-06 14:22:43.397000","6","False","False","0.35"
"2","2","Bond of Flourishing","war","Near Mint","English","","","2025-08-06 14:22:43.397000","155","False","False","0.35"
"1","1","Bond of Insight","war","Near Mint","English","","","2025-08-06 14:22:43.397000","43","False","False","0.35"
"2","2","Bond of Passion","war","Near Mint","English","","","2025-08-06 14:22:43.397000","116","False","False","0.35"
"2","2","Bond of Revival","war","Near Mint","English","","","2025-08-06 14:22:43.397000","80","False","False","0.35"
"1","1","Bonded Construct","ori","Near Mint","English","","","2025-08-06 14:22:43.397000","223","False","False","0.35"
"2","2","Bonder's Ornament","cmm","Near Mint","English","","","2025-08-06 14:22:43.397000","370","False","False","0.35"
"1","1","Bonds of Faith","ddq","Near Mint","English","","","2025-08-06 14:22:43.397000","2","False","False","0.35"
"1","1","Bonds of Quicksilver","cn2","Near Mint","English","","","2025-08-06 14:22:43.397000","102","False","False","0.35"
"1","1","Bone Harvest","mir","Near Mint","English","","","2025-08-06 14:22:43.397000","108","False","False","0.35"
"1","1","Bone Pit Brute","m21","Near Mint","English","","","2025-08-06 14:22:43.397000","132","False","False","0.35"
"1","1","Bone Saw","con","Near Mint","English","","","2025-08-06 14:22:43.397000","135","False","False","0.35"
"1","1","Bone Saw","ogw","Near Mint","English","","","2025-08-06 14:22:43.397000","161","False","False","0.35"
"1","1","Bone Shards","mh2","Near Mint","English","","","2025-08-06 14:22:43.397000","76","False","False","0.35"
"1","1","Bone Shredder","moc","Near Mint","English","","","2025-08-06 14:22:43.397000","247","False","False","0.35"
"5","5","Bone to Ash","m20","Near Mint","English","","","2025-08-06 14:22:43.397000","48","False","False","0.35"
"3","3","Boneclub Berserker","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","126","False","False",""
"1","1","Bonepicker Skirge","one","Near Mint","English","","","2025-08-06 14:22:43.397000","290","False","False","0.35"
"1","1","Boneyard Parley","c19","Near Mint","English","","","2025-08-06 14:22:43.397000","107","False","False","0.99"
"1","1","Boneyard Wurm","uma","Near Mint","English","","","2025-08-06 14:22:43.397000","159","False","False","0.35"
"1","1","Bontu's Monument","dmc","Near Mint","English","","","2025-08-06 14:22:43.397000","179","False","False","9.49"
"1","1","Boom Scholar","dft","Near Mint","English","","","2025-08-25 14:25:56.900000","189","False","False","0.35"
"1","1","Boon of Emrakul","emn","Near Mint","English","","","2025-08-06 14:22:43.397000","81","False","False","0.35"
"1","1","Boon of Erebos","ths","Near Mint","English","","","2025-08-06 14:22:43.397000","80","False","False","0.35"
"1","1","Boon of Safety","snc","Near Mint","English","","","2025-08-06 14:22:43.397000","4","False","False","0.35"
"1","1","Boon of the Wish-Giver","iko","Near Mint","English","","","2025-08-06 14:22:43.397000","43","False","False","0.35"
"1","1","Boon Reflection","shm","Near Mint","English","","","2025-08-06 14:22:43.397000","5","False","False","11.99"
"1","1","Boon Satyr","c18","Near Mint","English","","","2025-08-06 14:22:43.397000","132","False","False","0.49"
"4","4","Boonweaver Giant","m15","Near Mint","English","","","2025-08-06 14:22:43.397000","5","False","False","0.35"
"1","1","Borborygmos","gk2","Near Mint","English","","","2025-08-06 14:22:43.397000","87","False","False","0.69"
"2","2","Border Patrol","jud","Near Mint","English","","","2025-08-06 14:22:43.397000","6","False","False","0.35"
"1","1","Boreal Outrider","khm","Near Mint","English","","","2025-08-06 14:22:43.397000","163","False","False","0.35"
"1","1","Boreas Charger","voc","Near Mint","English","","","2025-08-06 14:22:43.397000","79","False","False","0.49"
"2","2","Boros Battleshaper","dgm","Near Mint","English","","","2025-08-06 14:22:43.397000","58","False","False","0.49"
"1","1","Boros Charm","otc","Near Mint","English","","","2025-08-06 14:22:43.397000","216","False","False","5.99"
"2","2","Boros Cluestone","cm2","Near Mint","English","","","2025-08-06 14:22:43.397000","175","False","False","0.39"
"3","3","Boros Elite","rvr","Near Mint","English","","","2025-08-06 14:22:43.397000","10","False","False","0.35"
"1","1","Boros Garrison","clu","Near Mint","English","","","2025-08-06 14:22:43.397000","231","False","False","0.39"
"1","1","Boros Keyrune","gk1","Near Mint","English","","","2025-08-06 14:22:43.397000","96","False","False","0.35"
"2","2","Boros Locket","c21","Near Mint","English","","","2025-08-06 14:22:43.397000","236","False","False","0.39"
"1","1","Boros Reckoner","mkc","Near Mint","English","","","2025-08-06 14:22:43.397000","201","False","False","0.49"
"2","2","Boros Recruit","rav","Near Mint","English","","","2025-08-06 14:22:43.397000","243","False","False","0.35"
"5","5","Boros Signet","clu","Near Mint","English","","","2025-08-06 14:22:43.397000","220","False","False","1.29"
"1","1","Boros Swiftblade","gk1","Near Mint","English","","","2025-08-06 14:22:43.397000","86","False","False","0.35"
"3","3","Borrowed Grace","emn","Near Mint","English","","","2025-08-06 14:22:43.397000","14","False","False","0.35"
"1","1","Borrowed Malevolence","emn","Near Mint","English","","","2025-08-06 14:22:43.397000","82","False","False","0.35"
"1","1","Bosh, Iron Golem","c21","Near Mint","English","","","2025-08-06 14:22:43.397000","237","False","False","0.49"
"1","1","Bottled Cloister","rvr","Near Mint","English","","","2025-08-06 14:22:43.397000","252","False","False","0.49"
"2","2","Boulder Dash","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","127","False","False",""
"1","1","Boulder Salvo","ogw","Near Mint","English","","","2025-08-06 14:22:43.397000","102","False","False","0.35"
"1","1","Boulderborn Dragon","tdm","Near Mint","English","","","2025-08-25 14:25:56.900000","239","False","False","0.35"
"2","2","Boulderbranch Golem","bro","Near Mint","English","","","2025-08-06 14:22:43.397000","197","False","False","0.35"
"1","1","Bounce Off","dft","Near Mint","English","","","2025-08-25 14:25:56.900000","39","False","False","0.35"
"1","1","Bound by Moonsilver","soi","Near Mint","English","","","2025-08-06 14:22:43.397000","7","False","False","0.35"
"1","1","Bound in Silence","tsr","Near Mint","English","","","2025-08-06 14:22:43.397000","10","False","False","0.35"
"1","1","Bounty Agent","c20","Near Mint","English","","","2025-08-06 14:22:43.397000","78","False","False","0.49"
"1","1","Bounty of Might","grn","Near Mint","English","","","2025-08-06 14:22:43.397000","124","False","False","0.49"
"1","1","Bounty of the Luxa","2x2","Near Mint","English","","","2025-08-06 14:22:43.397000","187","False","False","0.35"
"1","1","Bow of Nylea","ths","Near Mint","English","","","2025-08-06 14:22:43.397000","153","False","False","5.49"
"1","1","Brackish Trudge","stx","Near Mint","English","","","2025-08-06 14:22:43.397000","65","False","False","0.35"
"1","1","Brago's Favor","cns","Near Mint","English","","","2025-08-06 14:22:43.397000","3","False","False","0.35"
"2","2","Brainspoil","rav","Near Mint","English","","","2025-08-06 14:22:43.397000","78","False","False","0.35"
"1","1","Brainstorm","dsc","Near Mint","English","","","2025-08-06 14:22:43.397000","113","False","False","2.79"
"1","1","Brallin, Skyshark Rider","c20","Near Mint","English","","","2025-08-06 14:22:43.397000","4","False","False","3.49"
"2","2","Bramble Armor","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","188","False","False","0.35"
"1","1","Bramble Armor","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","188","False","False","0.35"
"1","1","Bramble Wurm","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","189","False","False","0.35"
"1","1","Brambleback Brute","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","128","False","False",""
"1","1","Bramblecrush","m14","Near Mint","English","","","2025-08-06 14:22:43.397000","165","False","False","0.35"
"1","1","Bramblewood Paragon","mor","Near Mint","English","","","2025-08-06 14:22:43.397000","115","False","False","3.99"
"1","1","Branchblight Stalker","one","Near Mint","English","","","2025-08-06 14:22:43.397000","160","False","False","0.35"
"1","1","Branded Brawlers","pcy","Near Mint","English","","","2025-08-06 14:22:43.397000","84","False","False","0.35"
"1","1","Brass Secretary","uds","Near Mint","English","","","2025-08-06 14:22:43.397000","128","False","False","0.35"
"1","1","Brass Squire","cmr","Near Mint","English","","","2025-08-06 14:22:43.397000","460","False","False","0.79"
"1","1","Brave the Elements","c14","Near Mint","English","","","2025-08-06 14:22:43.397000","66","False","False","0.79"
"1","1","Brave the Sands","cm2","Near Mint","English","","","2025-08-06 14:22:43.397000","19","False","False","7.49"
"1","1","Brawl-Bash Ogre","m19","Near Mint","English","","","2025-08-06 14:22:43.397000","213","False","False","0.35"
"3","3","Brawler's Plate","ori","Near Mint","English","","","2025-08-06 14:22:43.397000","224","False","False","0.35"
"1","1","Brawn","m3c","Near Mint","English","","","2025-08-06 14:22:43.397000","224","False","False","0.49"
"1","1","Brazen Upstart","snc","Near Mint","English","","","2025-08-06 14:22:43.397000","296","False","False","0.35"
"1","1","Brazen Wolves","emn","Near Mint","English","","","2025-08-06 14:22:43.397000","122","False","False","0.35"
"2","2","Breaching Hippocamp","ths","Near Mint","English","","","2025-08-06 14:22:43.397000","43","False","False","0.35"
"1","1","Break Ties","mh2","Near Mint","English","","","2025-08-06 14:22:43.397000","8","False","False","0.35"
"1","1","Breaker of Armies","bfz","Near Mint","English","","","2025-08-06 14:22:43.397000","3","False","False","0.39"
"1","1","Breath of Darigaaz","cm2","Near Mint","English","","","2025-08-06 14:22:43.397000","88","False","False","0.35"
"2","2","Breath of Fury","c16","Near Mint","English","","","2025-08-06 14:22:43.397000","121","False","False","12.99"
"2","2","Bred for the Hunt","cm2","Near Mint","English","","","2025-08-06 14:22:43.397000","151","False","False","0.99"
"3","3","Briar Patch","mmq","Near Mint","English","","","2025-08-06 14:22:43.397000","232","False","False","0.35"
"1","1","Briarberry Cohort","shm","Near Mint","English","","","2025-08-06 14:22:43.397000","30","False","False","0.35"
"1","1","Briarbridge Patrol","soi","Near Mint","English","","","2025-08-06 14:22:43.397000","195","False","False","0.35"
"1","1","Briarbridge Tracker","mid","Near Mint","English","","","2025-08-06 14:22:43.397000","172","False","False","0.49"
"1","1","Briarpack Alpha","m14","Near Mint","English","","","2025-08-06 14:22:43.397000","166","False","False","0.35"
"1","1","Bride's Gown","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","4","False","False","0.35"
"1","1","Bright Reprisal","xln","Near Mint","English","","","2025-08-06 14:22:43.397000","7","False","False","0.35"
"1","1","Brightfield Glider","dft","Near Mint","English","","","2025-08-25 14:25:56.900000","4","False","False","0.35"
"1","1","Brightfield Mustang","dft","Near Mint","English","","","2025-08-25 14:25:56.900000","5","False","False","0.35"
"1","1","Brightflame","gk1","Near Mint","English","","","2025-08-06 14:22:43.397000","87","False","False","0.49"
"2","2","Brightspear Zealot","eoe","Near Mint","English","","","2025-08-25 14:25:56.900000","8","False","False","0.35"
"1","1","Brigid's Command","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","208","False","False",""
"2","2","Brilliant Halo","usg","Near Mint","English","","","2025-08-06 14:22:43.397000","5","False","False","0.35"
"3","3","Brilliant Spectrum","bfz","Near Mint","English","","","2025-08-06 14:22:43.397000","70","False","False","0.35"
"1","1","Brilliant Ultimatum","ala","Near Mint","English","","","2025-08-06 14:22:43.397000","159","False","False","2.29"
"1","1","Brimstone Vandal","mid","Near Mint","English","","","2025-08-06 14:22:43.397000","130","False","False","0.35"
"1","1","Brindle Boar","m14","Near Mint","English","","","2025-08-06 14:22:43.397000","167","False","False","0.35"
"1","1","Brine Comber // Brinebound Gift","vow","Near Mint","English","","","2025-08-06 14:22:43.397000","233","False","False","0.35"
"1","1","Brine Elemental","tsr","Near Mint","English","","","2025-08-06 14:22:43.397000","55","False","False","0.35"
"3","3","Bring Low","ktk","Near Mint","English","","","2025-08-06 14:22:43.397000","103","False","False","0.35"
"2","2","Brion Stoutarm","a25","Near Mint","English","","","2025-08-06 14:22:43.397000","200","False","False","0.69"
"1","1","Bristlebane Battler","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","168","False","False",""
"1","1","Broadcast Rambler","dft","Near Mint","English","","","2025-08-25 14:25:56.900000","6","False","False","0.35"
"1","1","Broken Ambitions","lrw","Near Mint","English","","","2025-08-06 14:22:43.397000","54","False","False","0.49"
"1","1","Brokers Initiate","snc","Near Mint","English","","","2025-08-06 14:22:43.397000","5","False","False","0.35"
"1","1","Bronze Cudgels","neo","Near Mint","English","","","2025-08-06 14:22:43.397000","240","False","False","0.35"
"2","2","Bronzebeak Moa","mm3","Near Mint","English","","","2025-08-06 14:22:43.397000","152","False","False","0.35"
"1","1","Brood Keeper","m15","Near Mint","English","","","2025-08-06 14:22:43.397000","132","False","False","0.35"
"2","2","Broodbirth Viper","c15","Near Mint","English","","","2025-08-06 14:22:43.397000","10","False","False","0.39"
"1","1","Broodhunter Wurm","bfz","Near Mint","English","","","2025-08-06 14:22:43.397000","171","False","False","0.35"
"1","1","Brooding Saurian","c13","Near Mint","English","","","2025-08-06 14:22:43.397000","138","False","False","0.49"
"1","1","Brotherhood's End","bro","Near Mint","English","","","2025-08-06 14:22:43.397000","128","False","False","4.49"
"1","1","Bruenor Battlehammer","afr","Near Mint","English","","","2025-08-06 14:22:43.397000","337","False","False","0.59"
"1","1","Bruse Tarl, Boorish Herder","cmr","Near Mint","English","etched","","2025-08-06 14:22:43.397000","517","False","False","6.99"
"1","1","Brushstrider","cn2","Near Mint","English","","","2025-08-06 14:22:43.397000","177","False","False","0.35"
"1","1","Brute Strength","ddt","Near Mint","English","","","2025-08-06 14:22:43.397000","35","False","False","0.35"
"1","1","Brute Strength","akh","Near Mint","English","","","2025-08-06 14:22:43.397000","122","False","False","0.35"
"1","1","Brute Suit","neo","Near Mint","English","","","2025-08-06 14:22:43.397000","241","False","False","0.35"
"1","1","Bubbling Cauldron","ima","Near Mint","English","","","2025-08-06 14:22:43.397000","213","False","False","0.35"
"1","1","Buccaneer's Bravado","rix","Near Mint","English","","","2025-08-06 14:22:43.397000","96","False","False","0.35"
"3","3","Built to Smash","kld","Near Mint","English","","","2025-08-06 14:22:43.397000","108","False","False","0.35"
"1","1","Bulette","afr","Near Mint","English","","","2025-08-06 14:22:43.397000","173","False","False","0.35"
"1","1","Bull's Strength","afr","Near Mint","English","","","2025-08-06 14:22:43.397000","174","False","False","0.35"
"2","2","Burdened Aerialist","mh2","Near Mint","English","","","2025-08-06 14:22:43.397000","38","False","False","0.35"
"1","1","Burdened Stoneback","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","8","False","False",""
"1","1","Burglar Rat","fdn","Near Mint","English","","","2025-08-06 14:22:43.397000","170","False","False","0.35"
"1","1","Burn Away","cn2","Near Mint","English","","","2025-08-06 14:22:43.397000","151","False","False","0.35"
"1","1","Burn from Within","soi","Near Mint","English","","","2025-08-06 14:22:43.397000","148","False","False","0.49"
"1","1","Burn the Accursed","mid","Near Mint","English","","","2025-08-06 14:22:43.397000","132","False","False","0.35"
"1","1","Burning Anger","cmr","Near Mint","English","","","2025-08-06 14:22:43.397000","166","False","False","0.35"
"3","3","Burning Curiosity","ecl","Near Mint","English","","","2026-02-10 14:28:03.170000","129","False","False",""
